person_age,age_band,person_income,income_band,person_home_ownership,person_emp_length,employment_category,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,loan_to_income_pct,cb_person_default_on_file,cb_person_cred_hist_length,exposure_at_default,loss_given_default
24,Young_Adult,203500,Very_High_Income,OWN,8,Mid_Employee,MEDICAL,C,20000,13.04,0,0.1,9.83,N,3,20000,0.60
23,Young_Adult,190000,Very_High_Income,MORTGAGE,5,Junior_Employee,EDUCATION,F,22000,17.58,1,0.12,11.58,Y,3,22000,0.60
23,Young_Adult,13920,Low_Income,OWN,2,New_Employee,PERSONAL,E,7750,17.04,1,0.56,55.68,N,4,7750,0.60
24,Young_Adult,60000,Medium_Income,RENT,0,New_Employee,PERSONAL,B,25000,10.99,1,0.42,41.67,N,3,25000,0.60
24,Young_Adult,60000,Medium_Income,RENT,2,New_Employee,PERSONAL,B,25000,11.11,1,0.42,41.67,N,3,25000,0.60
26,Adult,54000,Medium_Income,RENT,7,Mid_Employee,DEBTCONSOLIDATION,D,25000,14.83,1,0.46,46.30,Y,2,25000,0.60
24,Young_Adult,200000,Very_High_Income,RENT,8,Mid_Employee,MEDICAL,B,12000,12.69,0,0.06,6.00,N,2,12000,0.60
24,Young_Adult,200000,Very_High_Income,MORTGAGE,8,Mid_Employee,HOMEIMPROVEMENT,C,12000,13.49,0,0.06,6.00,N,2,12000,0.60
21,Young_Adult,200000,Very_High_Income,MORTGAGE,5,Junior_Employee,EDUCATION,C,16000,14.65,0,0.08,8.00,N,4,16000,0.60
25,Adult,54000,Medium_Income,RENT,3,Junior_Employee,HOMEIMPROVEMENT,E,25000,16.82,1,0.46,46.30,N,4,25000,0.60
23,Young_Adult,60000,Medium_Income,RENT,3,Junior_Employee,PERSONAL,C,25000,12.73,1,0.42,41.67,N,3,25000,0.60
23,Young_Adult,60000,Medium_Income,RENT,7,Mid_Employee,PERSONAL,B,25000,10.25,1,0.42,41.67,N,4,25000,0.60
21,Young_Adult,60000,Medium_Income,RENT,6,Mid_Employee,EDUCATION,B,25000,10.99,1,0.42,41.67,N,4,25000,0.60
25,Adult,61959,Medium_Income,RENT,9,Mid_Employee,MEDICAL,C,25000,12.73,1,0.4,40.35,N,2,25000,0.60
22,Young_Adult,56400,Medium_Income,RENT,2,New_Employee,HOMEIMPROVEMENT,D,25000,14.96,1,0.44,44.33,Y,3,25000,0.60
21,Young_Adult,200000,Very_High_Income,MORTGAGE,2,New_Employee,DEBTCONSOLIDATION,C,25000,13.99,0,0.13,12.50,N,2,25000,0.60
24,Young_Adult,200000,Very_High_Income,MORTGAGE,3,Junior_Employee,VENTURE,A,24000,7.49,0,0.12,12.00,N,4,24000,0.60
26,Adult,200000,Very_High_Income,MORTGAGE,4,Junior_Employee,EDUCATION,C,15000,14.79,0,0.07,7.50,N,3,15000,0.60
25,Adult,200000,Very_High_Income,MORTGAGE,2,New_Employee,DEBTCONSOLIDATION,B,15500,11.99,0,0.08,7.75,N,2,15500,0.60
24,Young_Adult,200000,Very_High_Income,RENT,8,Mid_Employee,EDUCATION,A,10000,8.49,0,0.05,5.00,N,4,10000,0.60
24,Young_Adult,66000,Medium_Income,RENT,3,Junior_Employee,EDUCATION,B,25000,9.91,1,0.38,37.88,N,2,25000,0.60
22,Young_Adult,66000,Medium_Income,RENT,6,Mid_Employee,EDUCATION,C,25000,13.06,1,0.38,37.88,Y,3,25000,0.60
22,Young_Adult,200000,Very_High_Income,MORTGAGE,6,Mid_Employee,DEBTCONSOLIDATION,A,9000,6.17,0,0.04,4.50,N,4,9000,0.60
25,Adult,200000,Very_High_Income,RENT,5,Junior_Employee,EDUCATION,D,18000,16.32,0,0.09,9.00,N,3,18000,0.60
25,Adult,200000,Very_High_Income,MORTGAGE,2,New_Employee,VENTURE,B,12000,10.38,0,0.06,6.00,N,2,12000,0.60
25,Adult,200000,Very_High_Income,MORTGAGE,9,Mid_Employee,PERSONAL,C,23050,14.35,0,0.12,11.53,N,3,23050,0.60
26,Adult,66996,Medium_Income,RENT,10,Mid_Employee,PERSONAL,D,25000,15.21,1,0.37,37.32,Y,2,25000,0.60
23,Young_Adult,67000,Medium_Income,RENT,3,Junior_Employee,EDUCATION,A,25000,7.9,1,0.37,37.31,N,4,25000,0.60
24,Young_Adult,67000,Medium_Income,RENT,2,New_Employee,VENTURE,B,25000,10.99,1,0.37,37.31,N,3,25000,0.60
24,Young_Adult,68000,Medium_Income,RENT,5,Junior_Employee,PERSONAL,D,25000,14.09,1,0.37,36.76,Y,3,25000,0.60
25,Adult,69000,Medium_Income,RENT,9,Mid_Employee,PERSONAL,D,25000,17.49,1,0.36,36.23,N,2,25000,0.60
25,Adult,200000,Very_High_Income,MORTGAGE,0,New_Employee,EDUCATION,B,12000,11.48,0,0.06,6.00,N,3,12000,0.60
26,Adult,188000,Very_High_Income,MORTGAGE,10,Mid_Employee,VENTURE,E,20000,17.74,1,0.11,10.64,N,2,20000,0.60
26,Adult,200000,Very_High_Income,MORTGAGE,4,Junior_Employee,PERSONAL,C,3000,13.92,0,0.01,1.50,N,3,3000,0.60
25,Adult,69996,Medium_Income,RENT,9,Mid_Employee,EDUCATION,D,25000,15.21,1,0.36,35.72,N,3,25000,0.60
22,Young_Adult,14400,Low_Income,OWN,2,New_Employee,MEDICAL,B,4000,10.99,1,0.28,27.78,N,3,4000,0.60
24,Young_Adult,70000,Medium_Income,RENT,3,Junior_Employee,EDUCATION,B,25000,11.86,1,0.36,35.71,N,4,25000,0.60
24,Young_Adult,14400,Low_Income,OWN,5,Junior_Employee,PERSONAL,A,6000,7.49,1,0.42,41.67,N,3,6000,0.60
24,Young_Adult,56100,Medium_Income,RENT,7,Mid_Employee,MEDICAL,D,25000,16.49,1,0.38,44.56,N,4,25000,0.60
25,Adult,66000,Medium_Income,RENT,9,Mid_Employee,VENTURE,D,25000,15.33,1,0.38,37.88,Y,2,25000,0.60
26,Adult,66000,Medium_Income,RENT,3,Junior_Employee,HOMEIMPROVEMENT,B,25000,11.58,1,0.38,37.88,N,4,25000,0.60
25,Adult,14400,Low_Income,OWN,7,Mid_Employee,EDUCATION,A,5375,5.79,1,0.37,37.33,N,2,5375,0.60
25,Adult,72612,High_Income,RENT,9,Mid_Employee,MEDICAL,C,25000,13.11,1,0.34,34.43,N,2,25000,0.60
23,Young_Adult,74000,High_Income,RENT,3,Junior_Employee,MEDICAL,B,25000,10.36,1,0.34,33.78,N,3,25000,0.60
25,Adult,75000,High_Income,RENT,9,Mid_Employee,DEBTCONSOLIDATION,B,25000,10.36,1,0.33,33.33,N,2,25000,0.60
25,Adult,191000,Very_High_Income,MORTGAGE,1,New_Employee,MEDICAL,B,10000,12.53,0,0.05,5.24,N,4,10000,0.60
24,Young_Adult,75000,High_Income,RENT,4,Junior_Employee,EDUCATION,B,25000,10.25,1,0.33,33.33,N,4,25000,0.60
22,Young_Adult,71000,High_Income,RENT,1,New_Employee,EDUCATION,D,25000,15.95,1,0.35,35.21,Y,4,25000,0.60
26,Adult,190000,Very_High_Income,MORTGAGE,3,Junior_Employee,VENTURE,B,20000,12.18,0,0.11,10.53,N,4,20000,0.60
23,Young_Adult,189996,Very_High_Income,OWN,0,New_Employee,PERSONAL,B,24000,11.83,0,0.13,12.63,N,3,24000,0.60
23,Young_Adult,78000,High_Income,RENT,1,New_Employee,VENTURE,B,25000,10.62,1,0.32,32.05,N,3,25000,0.60
23,Young_Adult,78504,High_Income,RENT,7,Mid_Employee,VENTURE,B,25000,10.74,1,0.32,31.85,N,3,25000,0.60
25,Adult,186000,Very_High_Income,OWN,9,Mid_Employee,VENTURE,B,10000,10.25,0,0.05,5.38,N,4,10000,0.60
25,Adult,185000,Very_High_Income,RENT,6,Mid_Employee,VENTURE,C,15000,15.27,0,0.08,8.11,N,2,15000,0.60
24,Young_Adult,62050,Medium_Income,RENT,8,Mid_Employee,MEDICAL,D,25000,15.33,1,0.34,40.29,Y,2,25000,0.60
23,Young_Adult,79416,High_Income,RENT,7,Mid_Employee,VENTURE,D,25000,15.21,1,0.31,31.48,Y,2,25000,0.60
21,Young_Adult,14400,Low_Income,OWN,4,Junior_Employee,VENTURE,C,6250,14.72,1,0.43,43.40,N,2,6250,0.60
24,Young_Adult,79631,High_Income,RENT,8,Mid_Employee,PERSONAL,D,25000,15.7,1,0.31,31.39,Y,2,25000,0.60
24,Young_Adult,79632,High_Income,RENT,0,New_Employee,EDUCATION,C,25000,13.35,1,0.31,31.39,N,4,25000,0.60
24,Young_Adult,80000,High_Income,RENT,6,Mid_Employee,EDUCATION,A,25000,6.62,1,0.31,31.25,N,2,25000,0.60
26,Adult,80000,High_Income,RENT,5,Junior_Employee,DEBTCONSOLIDATION,C,25000,13.61,1,0.31,31.25,N,4,25000,0.60
22,Young_Adult,185000,Very_High_Income,RENT,4,Junior_Employee,MEDICAL,B,25000,11.36,0,0.14,13.51,N,2,25000,0.60
26,Adult,185000,Very_High_Income,OWN,10,Mid_Employee,PERSONAL,A,5000,7.68,0,0.03,2.70,N,2,5000,0.60
24,Young_Adult,184992,Very_High_Income,RENT,7,Mid_Employee,HOMEIMPROVEMENT,D,22000,14.46,0,0.12,11.89,Y,4,22000,0.60
23,Young_Adult,184000,Very_High_Income,OWN,5,Junior_Employee,EDUCATION,B,2500,11.83,0,0.01,1.36,N,2,2500,0.60
24,Young_Adult,172000,Very_High_Income,MORTGAGE,6,Mid_Employee,DEBTCONSOLIDATION,C,20000,13.47,1,0.12,11.63,Y,4,20000,0.60
24,Young_Adult,183000,Very_High_Income,MORTGAGE,2,New_Employee,MEDICAL,B,20000,11.49,0,0.11,10.93,N,3,20000,0.60
25,Adult,182952,Very_High_Income,MORTGAGE,9,Mid_Employee,PERSONAL,A,15000,6.03,0,0.08,8.20,N,3,15000,0.60
23,Young_Adult,74004,High_Income,RENT,7,Mid_Employee,DEBTCONSOLIDATION,E,25000,16.35,1,0.34,33.78,N,4,25000,0.60
25,Adult,81000,High_Income,RENT,5,Junior_Employee,DEBTCONSOLIDATION,A,25000,7.29,1,0.31,30.86,N,3,25000,0.60
23,Young_Adult,81600,High_Income,RENT,1,New_Employee,MEDICAL,B,25000,11.36,1,0.31,30.64,N,3,25000,0.60
24,Young_Adult,82000,High_Income,RENT,8,Mid_Employee,VENTURE,B,25000,10.25,0,0.3,30.49,N,2,25000,0.60
24,Young_Adult,83000,High_Income,RENT,5,Junior_Employee,EDUCATION,B,25000,11.12,0,0.3,30.12,N,3,25000,0.60
24,Young_Adult,83000,High_Income,RENT,5,Junior_Employee,PERSONAL,D,25000,12.92,0,0.3,30.12,Y,3,25000,0.60
24,Young_Adult,180000,Very_High_Income,RENT,8,Mid_Employee,EDUCATION,E,18000,18.64,0,0.1,10.00,Y,4,18000,0.60
23,Young_Adult,180000,Very_High_Income,MORTGAGE,8,Mid_Employee,PERSONAL,A,28000,7.51,0,0.16,15.56,N,3,28000,0.60
23,Young_Adult,14400,Low_Income,OWN,2,New_Employee,HOMEIMPROVEMENT,E,4000,16.7,1,0.28,27.78,N,2,4000,0.60
22,Young_Adult,14400,Low_Income,OWN,0,New_Employee,PERSONAL,B,2100,11.14,0,0.15,14.58,N,4,2100,0.60
22,Young_Adult,84500,High_Income,RENT,6,Mid_Employee,PERSONAL,F,25000,18.3,0,0.3,29.59,N,4,25000,0.60
24,Young_Adult,85000,High_Income,RENT,5,Junior_Employee,MEDICAL,B,25000,10.62,0,0.29,29.41,N,4,25000,0.60
24,Young_Adult,180000,Very_High_Income,MORTGAGE,7,Mid_Employee,VENTURE,B,14000,11.99,0,0.08,7.78,N,2,14000,0.60
26,Adult,180000,Very_High_Income,MORTGAGE,2,New_Employee,VENTURE,B,12000,9.63,0,0.07,6.67,N,4,12000,0.60
25,Adult,142800,High_Income,MORTGAGE,9,Mid_Employee,MEDICAL,F,10000,18.25,1,0.06,7.00,N,4,10000,0.60
24,Young_Adult,87000,High_Income,RENT,8,Mid_Employee,HOMEIMPROVEMENT,D,25000,14.84,0,0.29,28.74,N,3,25000,0.60
24,Young_Adult,75000,High_Income,RENT,0,New_Employee,VENTURE,E,25000,14.7,1,0.33,33.33,Y,3,25000,0.60
23,Young_Adult,76000,High_Income,RENT,7,Mid_Employee,DEBTCONSOLIDATION,D,25000,16.02,1,0.33,32.89,N,4,25000,0.60
23,Young_Adult,66215,Medium_Income,RENT,1,New_Employee,MEDICAL,D,25000,15.37,1,0.32,37.76,Y,2,25000,0.60
25,Adult,90000,High_Income,RENT,9,Mid_Employee,MEDICAL,B,25000,10.99,0,0.28,27.78,N,4,25000,0.60
21,Young_Adult,15000,Low_Income,OWN,0,New_Employee,HOMEIMPROVEMENT,A,6200,7.9,1,0.41,41.33,N,2,6200,0.60
26,Adult,180000,Very_High_Income,OWN,2,New_Employee,PERSONAL,B,25000,10.99,0,0.14,13.89,N,4,25000,0.60
24,Young_Adult,180000,Very_High_Income,OWN,8,Mid_Employee,EDUCATION,B,21000,11.48,0,0.12,11.67,N,3,21000,0.60
25,Adult,180000,Very_High_Income,OWN,9,Mid_Employee,MEDICAL,C,20000,14.26,0,0.11,11.11,Y,4,20000,0.60
26,Adult,180000,Very_High_Income,OWN,0,New_Employee,HOMEIMPROVEMENT,A,10000,8,0,0.06,5.56,N,4,10000,0.60
25,Adult,180000,Very_High_Income,MORTGAGE,3,Junior_Employee,VENTURE,B,9950,11.26,0,0.06,5.53,N,2,9950,0.60
23,Young_Adult,78000,High_Income,RENT,2,New_Employee,VENTURE,D,25000,16.32,1,0.32,32.05,Y,3,25000,0.60
25,Adult,66300,Medium_Income,RENT,3,Junior_Employee,MEDICAL,E,25000,17.93,1,0.32,37.71,Y,4,25000,0.60
23,Young_Adult,90000,High_Income,RENT,0,New_Employee,DEBTCONSOLIDATION,B,25000,11.36,0,0.28,27.78,N,3,25000,0.60
24,Young_Adult,79000,High_Income,RENT,9,Mid_Employee,DEBTCONSOLIDATION,D,25000,14.96,1,0.32,31.65,Y,4,25000,0.60
24,Young_Adult,91800,High_Income,RENT,4,Junior_Employee,PERSONAL,C,25000,13.43,0,0.27,27.23,Y,3,25000,0.60
25,Adult,92000,High_Income,RENT,6,Mid_Employee,HOMEIMPROVEMENT,B,25000,12.69,0,0.27,27.17,N,3,25000,0.60
24,Young_Adult,92000,High_Income,RENT,1,New_Employee,VENTURE,C,25000,12.73,0,0.27,27.17,Y,4,25000,0.60
23,Young_Adult,93600,High_Income,RENT,3,Junior_Employee,VENTURE,D,25000,15.21,0,0.27,26.71,N,4,25000,0.60
23,Young_Adult,15000,Low_Income,MORTGAGE,1,New_Employee,MEDICAL,C,1750,12.68,0,0.12,11.67,Y,3,1750,0.60
23,Young_Adult,70550,High_Income,RENT,3,Junior_Employee,MEDICAL,F,25000,19.04,1,0.3,35.44,Y,4,25000,0.60
25,Adult,83800,High_Income,RENT,2,New_Employee,DEBTCONSOLIDATION,D,25000,15.95,1,0.3,29.83,Y,3,25000,0.60
26,Adult,175000,Very_High_Income,MORTGAGE,3,Junior_Employee,VENTURE,A,2600,8.9,0,0.01,1.49,N,4,2600,0.60
25,Adult,175000,Very_High_Income,MORTGAGE,10,Mid_Employee,HOMEIMPROVEMENT,A,8000,7.9,0,0.05,4.57,N,2,8000,0.60
23,Young_Adult,175000,Very_High_Income,MORTGAGE,8,Mid_Employee,PERSONAL,B,21000,11.99,0,0.12,12.00,N,3,21000,0.60
23,Young_Adult,15000,Low_Income,OWN,4,Junior_Employee,DEBTCONSOLIDATION,C,4000,13.98,1,0.27,26.67,N,4,4000,0.60
23,Young_Adult,15000,Low_Income,OWN,4,Junior_Employee,VENTURE,B,4600,10.99,1,0.31,30.67,N,2,4600,0.60
22,Young_Adult,88000,High_Income,RENT,6,Mid_Employee,DEBTCONSOLIDATION,D,25000,15.58,1,0.28,28.41,Y,2,25000,0.60
25,Adult,74800,High_Income,RENT,2,New_Employee,MEDICAL,B,25000,10.99,1,0.28,33.42,N,2,25000,0.60
25,Adult,88000,High_Income,RENT,0,New_Employee,VENTURE,D,25000,14.96,1,0.28,28.41,N,4,25000,0.60
25,Adult,15000,Low_Income,OWN,2,New_Employee,HOMEIMPROVEMENT,D,1750,15.31,0,0.12,11.67,Y,4,1750,0.60
26,Adult,88000,High_Income,RENT,2,New_Employee,VENTURE,D,25000,15.65,1,0.28,28.41,N,3,25000,0.60
25,Adult,100000,High_Income,RENT,1,New_Employee,VENTURE,B,25000,9.33,0,0.25,25.00,N,4,25000,0.60
23,Young_Adult,15000,Low_Income,MORTGAGE,0,New_Employee,PERSONAL,C,3600,13.47,1,0.24,24.00,N,4,3600,0.60
24,Young_Adult,102400,High_Income,RENT,8,Mid_Employee,PERSONAL,B,25000,10.36,0,0.24,24.41,N,3,25000,0.60
24,Young_Adult,92000,High_Income,RENT,1,New_Employee,HOMEIMPROVEMENT,E,25000,16.77,1,0.27,27.17,Y,4,25000,0.60
23,Young_Adult,93000,High_Income,RENT,0,New_Employee,DEBTCONSOLIDATION,D,25000,14.59,1,0.27,26.88,Y,2,25000,0.60
22,Young_Adult,175000,Very_High_Income,RENT,6,Mid_Employee,VENTURE,C,3500,11.91,0,0.02,2.00,Y,2,3500,0.60
23,Young_Adult,175000,Very_High_Income,MORTGAGE,3,Junior_Employee,EDUCATION,A,7200,8.38,0,0.04,4.11,N,3,7200,0.60
25,Adult,174708,Very_High_Income,RENT,9,Mid_Employee,VENTURE,B,9000,10.59,0,0.05,5.15,N,3,9000,0.60
25,Adult,174000,Very_High_Income,MORTGAGE,2,New_Employee,DEBTCONSOLIDATION,C,8800,14.27,0,0.05,5.06,N,3,8800,0.60
26,Adult,174000,Very_High_Income,RENT,8,Mid_Employee,DEBTCONSOLIDATION,B,12000,12.53,0,0.07,6.90,N,4,12000,0.60
25,Adult,162000,Very_High_Income,MORTGAGE,5,Junior_Employee,DEBTCONSOLIDATION,E,25000,16,1,0.15,15.43,Y,3,25000,0.60
26,Adult,173467,Very_High_Income,MORTGAGE,10,Mid_Employee,VENTURE,B,10000,11.71,0,0.06,5.76,N,4,10000,0.60
21,Young_Adult,15000,Low_Income,OWN,0,New_Employee,HOMEIMPROVEMENT,C,3175,11.54,1,0.21,21.17,Y,3,3175,0.60
25,Adult,96000,High_Income,RENT,2,New_Employee,HOMEIMPROVEMENT,E,25000,15.68,1,0.26,26.04,Y,4,25000,0.60
21,Young_Adult,15120,Low_Income,MORTGAGE,0,New_Employee,EDUCATION,B,1500,10.59,0,0.1,9.92,N,2,1500,0.60
24,Young_Adult,97908,High_Income,RENT,8,Mid_Employee,HOMEIMPROVEMENT,D,25000,12.61,1,0.26,25.53,Y,2,25000,0.60
23,Young_Adult,15204,Low_Income,MORTGAGE,7,Mid_Employee,PERSONAL,A,2800,8.49,1,0.18,18.42,N,3,2800,0.60
25,Adult,159600,Very_High_Income,RENT,0,New_Employee,PERSONAL,D,30000,17.27,1,0.19,18.80,Y,4,30000,0.60
24,Young_Adult,171500,Very_High_Income,RENT,6,Mid_Employee,DEBTCONSOLIDATION,A,18000,8.9,0,0.1,10.50,N,4,18000,0.60
25,Adult,170004,Very_High_Income,MORTGAGE,3,Junior_Employee,MEDICAL,B,10000,11.11,0,0.06,5.88,N,4,10000,0.60
24,Young_Adult,158004,Very_High_Income,RENT,0,New_Employee,HOMEIMPROVEMENT,D,25000,14.59,1,0.16,15.82,Y,2,25000,0.60
26,Adult,170000,Very_High_Income,RENT,0,New_Employee,VENTURE,B,13000,12.42,0,0.08,7.65,N,3,13000,0.60
24,Young_Adult,110000,High_Income,RENT,7,Mid_Employee,HOMEIMPROVEMENT,D,25000,15.7,0,0.23,22.73,Y,2,25000,0.60
22,Young_Adult,15360,Low_Income,OWN,7,Mid_Employee,HOMEIMPROVEMENT,B,2500,12.53,1,0.16,16.28,N,3,2500,0.60
25,Adult,134300,High_Income,RENT,3,Junior_Employee,MEDICAL,D,5000,16.49,1,0.03,3.72,N,2,5000,0.60
25,Adult,170000,Very_High_Income,MORTGAGE,2,New_Employee,EDUCATION,A,20000,7.49,0,0.12,11.76,N,2,20000,0.60
22,Young_Adult,100580,High_Income,RENT,6,Mid_Employee,DEBTCONSOLIDATION,D,25000,14.96,1,0.25,24.86,Y,2,25000,0.60
25,Adult,113000,High_Income,RENT,7,Mid_Employee,MEDICAL,C,25000,12.73,0,0.22,22.12,Y,4,25000,0.60
24,Young_Adult,120000,High_Income,RENT,8,Mid_Employee,EDUCATION,B,25000,10.65,0,0.21,20.83,N,4,25000,0.60
25,Adult,120000,High_Income,RENT,6,Mid_Employee,MEDICAL,B,25000,10.74,0,0.21,20.83,N,2,25000,0.60
23,Young_Adult,120000,High_Income,RENT,7,Mid_Employee,EDUCATION,B,25000,9.99,0,0.21,20.83,N,2,25000,0.60
24,Young_Adult,91800,High_Income,RENT,5,Junior_Employee,MEDICAL,D,25000,15.33,1,0.23,27.23,Y,2,25000,0.60
21,Young_Adult,15600,Low_Income,OWN,5,Junior_Employee,VENTURE,A,1000,7.29,0,0.06,6.41,N,4,1000,0.60
26,Adult,108000,High_Income,RENT,2,New_Employee,PERSONAL,D,25000,15.05,1,0.23,23.15,N,3,25000,0.60
26,Adult,129996,High_Income,RENT,6,Mid_Employee,PERSONAL,B,25000,10.75,0,0.19,19.23,N,3,25000,0.60
23,Young_Adult,130000,High_Income,RENT,4,Junior_Employee,EDUCATION,D,25000,16.02,0,0.19,19.23,Y,2,25000,0.60
23,Young_Adult,130000,High_Income,RENT,7,Mid_Employee,VENTURE,B,25000,11.49,0,0.19,19.23,N,4,25000,0.60
25,Adult,170000,Very_High_Income,OWN,4,Junior_Employee,EDUCATION,B,20000,12.53,0,0.12,11.76,N,4,20000,0.60
26,Adult,170000,Very_High_Income,MORTGAGE,0,New_Employee,VENTURE,C,12000,13.57,0,0.07,7.06,Y,2,12000,0.60
22,Young_Adult,169000,Very_High_Income,RENT,1,New_Employee,PERSONAL,B,14000,11.14,0,0.08,8.28,N,3,14000,0.60
26,Adult,168750,Very_High_Income,RENT,10,Mid_Employee,MEDICAL,C,24250,12.87,0,0.14,14.37,Y,3,24250,0.60
23,Young_Adult,168600,Very_High_Income,RENT,3,Junior_Employee,EDUCATION,B,20000,11.58,0,0.12,11.86,N,3,20000,0.60
24,Young_Adult,168288,Very_High_Income,RENT,5,Junior_Employee,HOMEIMPROVEMENT,B,1800,11.12,0,0.01,1.07,N,3,1800,0.60
25,Adult,168000,Very_High_Income,MORTGAGE,2,New_Employee,PERSONAL,B,35000,10.65,0,0.21,20.83,N,2,35000,0.60
24,Young_Adult,133300,High_Income,RENT,6,Mid_Employee,DEBTCONSOLIDATION,B,25000,10.37,0,0.19,18.75,N,2,25000,0.60
24,Young_Adult,15600,Low_Income,OWN,5,Junior_Employee,HOMEIMPROVEMENT,A,3300,6.39,1,0.21,21.15,N,4,3300,0.60
24,Young_Adult,134000,High_Income,RENT,8,Mid_Employee,PERSONAL,D,25000,16.07,0,0.19,18.66,Y,3,25000,0.60
25,Adult,134000,High_Income,RENT,7,Mid_Employee,MEDICAL,B,25000,10.62,0,0.19,18.66,N,2,25000,0.60
25,Adult,15600,Low_Income,OWN,0,New_Employee,VENTURE,F,3200,18.09,1,0.21,20.51,N,2,3200,0.60
25,Adult,135000,High_Income,RENT,5,Junior_Employee,EDUCATION,B,25000,11.36,0,0.19,18.52,N,4,25000,0.60
26,Adult,135660,High_Income,RENT,10,Mid_Employee,DEBTCONSOLIDATION,B,25000,12.53,0,0.18,18.43,N,4,25000,0.60
25,Adult,145000,High_Income,RENT,0,New_Employee,EDUCATION,B,25000,9.99,0,0.17,17.24,N,4,25000,0.60
23,Young_Adult,150000,High_Income,RENT,4,Junior_Employee,EDUCATION,B,25000,10.36,0,0.17,16.67,N,3,25000,0.60
23,Young_Adult,165000,Very_High_Income,MORTGAGE,3,Junior_Employee,EDUCATION,A,9600,5.99,0,0.06,5.82,N,3,9600,0.60
22,Young_Adult,48000,Medium_Income,RENT,0,New_Employee,PERSONAL,C,3000,14.79,0,0.06,6.25,N,2,3000,0.60
22,Young_Adult,153000,Very_High_Income,MORTGAGE,5,Junior_Employee,DEBTCONSOLIDATION,D,24000,15.62,1,0.16,15.69,Y,2,24000,0.60
24,Young_Adult,165000,Very_High_Income,MORTGAGE,5,Junior_Employee,PERSONAL,B,20000,10.37,0,0.12,12.12,N,4,20000,0.60
25,Adult,165000,Very_High_Income,MORTGAGE,0,New_Employee,HOMEIMPROVEMENT,F,25000,19.74,0,0.15,15.15,N,4,25000,0.60
21,Young_Adult,165000,Very_High_Income,MORTGAGE,5,Junior_Employee,EDUCATION,A,20000,6.91,0,0.12,12.12,N,4,20000,0.60
23,Young_Adult,16000,Low_Income,OWN,7,Mid_Employee,MEDICAL,A,6000,7.9,1,0.38,37.50,N,2,6000,0.60
23,Young_Adult,16000,Low_Income,MORTGAGE,3,Junior_Employee,DEBTCONSOLIDATION,C,2275,13.06,0,0.14,14.22,Y,4,2275,0.60
23,Young_Adult,16000,Low_Income,OWN,7,Mid_Employee,PERSONAL,A,2000,6.39,0,0.13,12.50,N,3,2000,0.60
23,Young_Adult,148000,High_Income,RENT,1,New_Employee,DEBTCONSOLIDATION,E,25000,14.93,1,0.17,16.89,N,3,25000,0.60
23,Young_Adult,16000,Low_Income,MORTGAGE,1,New_Employee,MEDICAL,C,5600,12.84,1,0.35,35.00,N,4,5600,0.60
24,Young_Adult,16020,Low_Income,OWN,3,Junior_Employee,VENTURE,E,3625,17.14,1,0.23,22.63,Y,2,3625,0.60
22,Young_Adult,16094,Low_Income,MORTGAGE,2,New_Employee,VENTURE,A,5500,7.14,1,0.34,34.17,N,3,5500,0.60
25,Adult,175000,Very_High_Income,RENT,2,New_Employee,PERSONAL,A,25000,8.9,0,0.14,14.29,N,2,25000,0.60
22,Young_Adult,16200,Low_Income,OWN,6,Mid_Employee,PERSONAL,B,2000,12.42,0,0.12,12.35,N,3,2000,0.60
24,Young_Adult,185000,Very_High_Income,RENT,7,Mid_Employee,HOMEIMPROVEMENT,C,25000,12.68,0,0.14,13.51,Y,2,25000,0.60
25,Adult,162000,Very_High_Income,RENT,9,Mid_Employee,PERSONAL,C,25000,11.03,0,0.15,15.43,N,2,25000,0.60
26,Adult,161000,Very_High_Income,RENT,10,Mid_Employee,VENTURE,A,30000,7.9,0,0.19,18.63,N,4,30000,0.60
22,Young_Adult,160000,Very_High_Income,MORTGAGE,0,New_Employee,MEDICAL,B,35000,10.65,0,0.22,21.88,N,4,35000,0.60
25,Adult,225000,Very_High_Income,RENT,5,Junior_Employee,VENTURE,B,25000,11.86,0,0.11,11.11,N,4,25000,0.60
25,Adult,16400,Low_Income,OWN,1,New_Employee,PERSONAL,A,5000,8.94,1,0.3,30.49,N,4,5000,0.60
23,Young_Adult,16500,Low_Income,OWN,6,Mid_Employee,VENTURE,B,4375,9.63,1,0.27,26.52,N,4,4375,0.60
25,Adult,49500,Medium_Income,RENT,6,Mid_Employee,PERSONAL,C,24750,14.22,1,0.5,50.00,N,3,24750,0.60
23,Young_Adult,60000,Medium_Income,RENT,4,Junior_Employee,DEBTCONSOLIDATION,B,24750,9.33,1,0.41,41.25,N,3,24750,0.60
24,Young_Adult,84200,High_Income,RENT,8,Mid_Employee,MEDICAL,C,24500,13.85,0,0.29,29.10,N,4,24500,0.60
22,Young_Adult,16800,Low_Income,MORTGAGE,5,Junior_Employee,EDUCATION,B,2000,10.65,0,0.12,11.90,N,2,2000,0.60
24,Young_Adult,92000,High_Income,RENT,8,Mid_Employee,MEDICAL,B,24500,11.46,0,0.27,26.63,N,4,24500,0.60
23,Young_Adult,160000,Very_High_Income,MORTGAGE,5,Junior_Employee,PERSONAL,A,35000,7.66,0,0.22,21.88,N,2,35000,0.60
